Date,Text,Car
2024-07-16,you can stick mp3s on your phone and it will work from that i would think via android auto,Mini Cooper
2024-07-16,i know its against the spirit of the mini but id prefer rear wheel drive the turning circle on my i3s is absolutely magnificent its just not possible in fwd cars,Mini Cooper
2024-07-16,the spirit of mini has long since departed they might as well make the car rwd for the fun factor even if its a mini in name only,Mini Cooper
2024-07-16,i do wonder if the eu legacy manufacturers are even trying tbh 4 mpk is atrocious for a car that size my ioniq 5 regularly exceeds 55 in mixed driving so something this small with 23rds the battery size should be over 6,Mini Cooper
2024-07-17,really i see under 4 miles to a kwh in my ioniq 5 on normal town driving and under 3 miles on a fast a road its still cheaper to run than an equivalent diesel though,Mini Cooper
2024-07-16,the colorcolour is great but car sharing firms wont buy the brand mini because that brand is idiotic,Mini Cooper
2024-07-16,and people with brains down buyownmaintain automobile cars because automobile cars are asocial tax  for road maintenance that could go into old peoples home care,Mini Cooper
2024-07-16,a little bit misleading saying it is the base version because if im not mistaken the heads up display is an extrai think you should also mention that this electric iconic british car is actually made in china which makes the cost even more staggering when production costs in china are so much cheaper bmw are screwing us i personally would have the british manufactured petrol mini,Mini Cooper
2024-07-16,happy to see more bespoke ev platforms being designed and i really love the circular screen very cool but bobby is right the price needs to come down and yes why the heck are some dimwits still making fossil cars in 2024,Mini Cooper
2024-07-20,alexandersaksvoll5373 there is still a big market for ice vehicles thats why it is all about money always has been and always will dimwit,Mini Cooper
2024-07-16,if you want to understand why its rubbish just look up telo theyre making an entire pickup truck thats in the footprint of a mini cooper a modern one not an original one theres nothing mini about the current minis and theyre offensive to all decent human beings absolute rubbish i saw their large model the other day parked next to the small land rover and it was the same size it was so disgusting to see,Mini Cooper
2024-07-16,how is the thing so much bigger than the original but the experience of struggling to get into the back seat is at least as hard as it was when only those ones existed whats the point of making them bigger then,Mini Cooper
2024-07-16,the problem with it apart from the poor range is that it just doesnt look premium inside or out and mini has over the last 25 years been sold as a premium product yes the shape is mini although worse than the outgoing model but the overall look is mass market not premium,Mini Cooper
2024-07-16,we will now be expecting kryten or the skutters to make that noise in the new series of red dwarf that hasnt been announced yet ,Mini Cooper
2024-07-16,at least the old1 looked mini this is just bad,Mini Cooper
2024-07-16,in 2024 id expect more real world range than 150 miles for that price car itself looks alright,Mini Cooper
2024-07-16,and how often will you drive for 150 miles continuously  the average uk daily commute is 208 miles,Mini Cooper
2024-07-16,the se will go further if thats really important,Mini Cooper
2024-07-16,yes i agree a lot of mini owners dont appear to want to make the jump to electric because the range is poor these arent just city cars i think this car should have the same range as an id3,Mini Cooper
2024-07-16,richard7071yea surprised this wasnt mentioned a friend has a new mini with a 50kwh battery i believe and 180200mile range,Mini Cooper
2024-07-16,brianom2hhin the winter knock off another 30 to 50 miles its not unreasonable to travel 60 miles to somewhere with no destination charging then drive back later without wanting to stop again,Mini Cooper
2024-07-16,at 45mpkwh x 39kwh battery thats 175 miles,Mini Cooper
2024-07-17,"dmocl3s no one is charging  their ev to 100 then drives it to 0 its not a phone 

plus in the winter or on a motorway 45 in this car is not possible no where close maybe 120 miles tops if it was possible to drive 100  0 which it isnt",Mini Cooper
2024-07-17,brianom2hhif this car is being sold as a fun driving car its not actually possible to justify its failings on  you are going to use it mainly on commuting  if im buying a commuter car im spending the minimum amount of money for a mobility box this is for spontaneously deciding to drive the highlands or welsh hills at speed and not worry that the cold or the speed im going or the cases im carrying will not get me to the next charger,Mini Cooper
2024-07-17,brianom2hh if it can do 240km at 110kmph then we cant complain battery density hasnt improved that much in 4 years i live in one of the largest states in the world and frequently do 900km trips in a day in my mini cooper d i usually drive 500km without stopping but happy to stop at the middlepoint to charge which is 200km from my place,Mini Cooper
